date,month,rank,buy_turnover,sell_turnover,trade_cost,n_names
2020-03-02,2020-03-01,0,0.9999999999999997,0.0,0.0014249999999999996,119
2020-03-02,2020-03-01,1,1.0000000000000002,0.0,0.0014250000000000003,118
2020-03-02,2020-03-01,2,1.0000000000000002,0.0,0.0014250000000000003,118
2020-03-02,2020-03-01,3,0.9999999999999997,0.0,0.0014249999999999996,119
2020-04-01,2020-04-01,0,0.30836067569538905,0.30836067569538916,0.0018039099528180265,119
2020-04-01,2020-04-01,1,0.6513694710813636,0.6513694710813636,0.003810511405825977,118
2020-04-01,2020-04-01,2,0.678371140682585,0.678371140682585,0.003968471172993122,118
2020-04-01,2020-04-01,3,0.4807996744484776,0.4807996744484774,0.0028126780955235933,119
2020-05-04,2020-05-01,0,0.42185358236084236,0.4218535823608424,0.0024678434568109284,119
2020-05-04,2020-05-01,1,0.6161023624409918,0.6161023624409918,0.0036041988202798023,118
2020-05-04,2020-05-01,2,0.5611891791109296,0.5611891791109297,0.003282956697798939,118
2020-05-04,2020-05-01,3,0.6029468744565845,0.6029468744565845,0.003527239215571019,119
2020-06-01,2020-06-01,0,0.13941332458241024,0.1394133245824103,0.0008155679488071001,119
2020-06-01,2020-06-01,1,0.3055525486404915,0.3055525486404913,0.0017874824095468745,118
2020-06-01,2020-06-01,2,0.3732494106637094,0.3732494106637094,0.0021835090523827,118
2020-06-01,2020-06-01,3,0.22323095242024316,0.2232309524202432,0.0013059010716584226,119
2020-07-01,2020-07-01,0,0.23955495802087706,0.2395549580208772,0.0014013965044221315,119
2020-07-01,2020-07-01,1,0.3910852845613837,0.39108528456138375,0.002287848914684095,118
2020-07-01,2020-07-01,2,0.4151434997633307,0.41514349976333087,0.0024285894736154855,118
2020-07-01,2020-07-01,3,0.2851686896288772,0.28516868962887726,0.001668236834328932,119
2020-08-03,2020-08-01,0,0.4464913237509692,0.44649132375096945,0.0026119742439431708,119
2020-08-03,2020-08-01,1,0.6342587732641294,0.6342587732641296,0.003710413823595158,118
2020-08-03,2020-08-01,2,0.6208506915004852,0.6208506915004852,0.0036319765452778384,118
2020-08-03,2020-08-01,3,0.3311288639681689,0.3311288639681691,0.0019371038542137888,119
2020-09-01,2020-09-01,0,0.4201443466331144,0.4201443466331146,0.0024578444278037202,119
2020-09-01,2020-09-01,1,0.6265452499309951,0.6265452499309953,0.0036652897120963224,118
2020-09-01,2020-09-01,2,0.6060246105293812,0.6060246105293812,0.0035452439715968798,118
2020-09-01,2020-09-01,3,0.38813772149410086,0.3881377214941011,0.002270605670740491,119
2020-10-05,2020-10-01,0,0.14351589061904416,0.143515890619044,0.0008395679601214077,119
2020-10-05,2020-10-01,1,0.28390970155543777,0.2839097015554377,0.0016608717540993107,118
2020-10-05,2020-10-01,2,0.3026644127140801,0.30266441271408007,0.0017705868143773685,118
2020-10-05,2020-10-01,3,0.16124142664375035,0.1612414266437505,0.0009432623458659402,119
2020-11-02,2020-11-01,0,0.16372317402154157,0.16372317402154168,0.0009577805680260188,119
2020-11-02,2020-11-01,1,0.33109771945515337,0.3310977194551533,0.001936921658812647,118
2020-11-02,2020-11-01,2,0.32089456251609855,0.3208945625160985,0.0018772331907191764,118
2020-11-02,2020-11-01,3,0.14995279504966189,0.14995279504966208,0.0008772238510405229,119
2020-12-01,2020-12-01,0,0.19464695844049473,0.19464695844049495,0.0011386847068768952,119
2020-12-01,2020-12-01,1,0.3489905987889109,0.3489905987889109,0.002041595002915129,118
2020-12-01,2020-12-01,2,0.3606603925670624,0.3606603925670623,0.0021098632965173146,118
2020-12-01,2020-12-01,3,0.22688067492999317,0.2268806749299933,0.0013272519483404608,119
2021-01-04,2021-01-01,0,0.17964616732329636,0.17964616732329625,0.0010509300788412832,119
2021-01-04,2021-01-01,1,0.29738716481892263,0.29738716481892274,0.001739714914190698,118
2021-01-04,2021-01-01,2,0.3246468915684335,0.3246468915684336,0.0018991843156753365,118
2021-01-04,2021-01-01,3,0.21654681138846388,0.21654681138846385,0.0012667988466225136,119
2021-02-01,2021-02-01,0,0.2911570985752553,0.2911570985752553,0.0017032690266652435,119
2021-02-01,2021-02-01,1,0.4794990382973495,0.4794990382973495,0.002805069374039495,118
2021-02-01,2021-02-01,2,0.4914204510311261,0.4914204510311263,0.002874809638532088,118
2021-02-01,2021-02-01,3,0.2670868667983135,0.2670868667983136,0.0015624581707701347,119
2021-03-02,2021-03-01,0,0.3599601962263218,0.3599601962263217,0.0021057671479239822,119
2021-03-02,2021-03-01,1,0.6452212513285126,0.6452212513285126,0.003774544320271799,118
2021-03-02,2021-03-01,2,0.6446280579503118,0.6446280579503121,0.0037710741390093254,118
2021-03-02,2021-03-01,3,0.3196547590951794,0.31965475909517926,0.001869980340706799,119
2021-04-01,2021-04-01,0,0.1997703833186391,0.19977038331863925,0.0011686567424140394,119
2021-04-01,2021-04-01,1,0.4236183583686465,0.4236183583686464,0.002478167396456582,118
2021-04-01,2021-04-01,2,0.5003327070314444,0.5003327070314445,0.0029269463361339502,118
2021-04-01,2021-04-01,3,0.3097145762872814,0.3097145762872814,0.0018118302712805962,119
2021-05-03,2021-05-01,0,0.28969969670372064,0.28969969670372053,0.0016947432257167654,119
2021-05-03,2021-05-01,1,0.4387551255503026,0.4387551255503027,0.0025667174844692707,118
2021-05-03,2021-05-01,2,0.4672885964994389,0.467288596499439,0.0027336382895217183,118
2021-05-03,2021-05-01,3,0.2980952803010879,0.2980952803010878,0.0017438573897613637,119
2021-06-01,2021-06-01,0,0.1901989202674855,0.1901989202674855,0.0011126636835647901,119
2021-06-01,2021-06-01,1,0.32695678139584605,0.32695678139584605,0.0019126971711656993,118
2021-06-01,2021-06-01,2,0.34229377139906786,0.342293771399068,0.002002418562684548,118
2021-06-01,2021-06-01,3,0.25204135609128175,0.25204135609128175,0.0014744419331339984,119
2021-07-01,2021-07-01,0,0.2508996189983275,0.2508996189983276,0.0014677627711402164,119
2021-07-01,2021-07-01,1,0.367085217438377,0.36708521743837697,0.002147448522014505,118
2021-07-01,2021-07-01,2,0.36428497414868677,0.36428497414868666,0.0021310670987698174,118
2021-07-01,2021-07-01,3,0.2757714612243338,0.2757714612243339,0.0016132630481623532,119
2021-08-02,2021-08-01,0,0.16959014140232717,0.16959014140232737,0.0009921023272036148,119
2021-08-02,2021-08-01,1,0.3135166067085449,0.3135166067085448,0.0018340721492449874,118
2021-08-02,2021-08-01,2,0.3101456717027994,0.3101456717027995,0.001814352179461377,118
2021-08-02,2021-08-01,3,0.24243994553622059,0.24243994553622053,0.0014182736813868903,119
2021-09-01,2021-09-01,0,0.24464113344297655,0.24464113344297683,0.001431150630641414,119
2021-09-01,2021-09-01,1,0.4686422828211685,0.46864228282116854,0.002741557354503836,118
2021-09-01,2021-09-01,2,0.4161998793466426,0.4161998793466426,0.0024347692941778594,118
2021-09-01,2021-09-01,3,0.3068608865725544,0.3068608865725545,0.0017951361864494437,119
2021-10-01,2021-10-01,0,0.29539230471951383,0.29539230471951394,0.0017280449826091566,119
2021-10-01,2021-10-01,1,0.5666876243729284,0.5666876243729282,0.0033151226025816306,118
2021-10-01,2021-10-01,2,0.5684606966683824,0.5684606966683823,0.003325495075510037,119
2021-10-01,2021-10-01,3,0.39800005566646635,0.39800005566646623,0.0023283003256488275,118
2021-11-01,2021-11-01,0,0.1572740658823511,0.15727406588235096,0.0009200532854117534,119
