date,tic,target_date,pred_return,real_return,n_estimators,learning_rate,max_depth,subsample,colsample_bytree,reg_lambda,reg_alpha
2020-02-01,2006,2020-03-01,0.0040112725,-0.0399999999999999,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2010,2020-03-01,-0.005583875,-0.1341341341341341,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2012,2020-03-01,-0.007242383,-0.1324675324675325,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2013,2020-03-01,0.08258582,-0.1877637130801688,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2015,2020-03-01,-0.011274971,-0.1500920810313076,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2020,2020-03-01,-0.010898431,-0.0353697749196141,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2028,2020-03-01,-0.04951488,0.0196721311475409,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2049,2020-03-01,-0.047208335,-0.3349917081260364,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2059,2020-03-01,-0.033773914,-0.1621233859397416,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2103,2020-03-01,0.038729817,-0.3216783216783216,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2105,2020-03-01,0.02964334,-0.2212389380530972,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2107,2020-03-01,0.01191836,-0.1972972972972974,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2108,2020-03-01,-0.013869633,-0.1049999999999999,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2114,2020-03-01,-0.012650301,-0.1190184049079755,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2115,2020-03-01,-0.03822248,-0.0467914438502672,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2206,2020-03-01,-0.004922899,-0.0560975609756096,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2227,2020-03-01,-0.015839363,-0.0796812749003983,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2228,2020-03-01,-0.017027618,-0.202835332606325,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2231,2020-03-01,-0.02854333,-0.4455445544554455,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2233,2020-03-01,-0.02497017,-0.1956882255389718,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2301,2020-03-01,0.01326324,-0.0581527936145952,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2303,2020-03-01,0.018370785,-0.1078431372549018,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2308,2020-03-01,-0.011466944,-0.1392857142857143,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2313,2020-03-01,0.00796603,-0.1987179487179486,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2316,2020-03-01,0.0027983794,-0.259375,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2317,2020-03-01,-0.016564399,-0.1295143212951431,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2324,2020-03-01,0.017086592,-0.062330623306233,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2327,2020-03-01,0.036186513,-0.3304878048780487,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2328,2020-03-01,-0.039444547,-0.1428571428571429,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2330,2020-03-01,-0.011954186,-0.1244932268766347,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2338,2020-03-01,-0.017046079,-0.1388888888888888,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2345,2020-03-01,-0.01787259,-0.0030581039755351,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2347,2020-03-01,-0.0057405345,-0.0119680851063831,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2348,2020-03-01,-0.020232385,-0.0603448275862069,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2351,2020-03-01,-0.03994092,-0.3604060913705584,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2353,2020-03-01,-0.009033021,-0.0458715596330275,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2354,2020-03-01,-0.0140036745,-0.1680672268907562,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2356,2020-03-01,0.012658277,0.0152505446623094,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2360,2020-03-01,-0.020510765,-0.1232394366197182,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2365,2020-03-01,0.03474965,-0.0346666666666666,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2368,2020-03-01,-0.026146859,0.6385135135135134,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2373,2020-03-01,-0.014605291,-0.0298507462686566,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2375,2020-03-01,-0.0043996475,-0.2142857142857143,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2376,2020-03-01,0.0010579918,-0.0211132437619961,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2377,2020-03-01,-0.0142018255,-0.0231277533039646,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2379,2020-03-01,-0.02169406,-0.0288888888888888,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2382,2020-03-01,0.0002629794,-0.0290322580645161,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2383,2020-03-01,-0.04612693,-0.1166666666666667,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2385,2020-03-01,-0.022652095,-0.0922155688622754,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2392,2020-03-01,-0.054083705,-0.2137096774193549,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2393,2020-03-01,-0.02982622,-0.2120253164556963,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2395,2020-03-01,0.0027680213,-0.1528013582342953,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2397,2020-03-01,-0.012903383,-0.2129277566539924,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2402,2020-03-01,-0.04278535,-0.2474226804123712,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2404,2020-03-01,-0.058794882,-0.098092643051771,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2412,2020-03-01,-0.00815364,-0.0046296296296297,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2414,2020-03-01,-0.0029177081,-0.0925110132158588,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2420,2020-03-01,0.042434916,-0.1974789915966388,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2421,2020-03-01,-0.043326184,-0.2050632911392406,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2423,2020-03-01,0.005152563,-0.1385542168674697,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2425,2020-03-01,-0.020321574,-0.0616197183098592,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2427,2020-03-01,-0.018648934,-0.085308056872038,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2428,2020-03-01,-0.035500187,-0.1230585424133809,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2430,2020-03-01,-0.018810803,-0.1410658307210032,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2433,2020-03-01,-0.010811922,-0.0872865275142315,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2436,2020-03-01,-0.024598634,-0.0205479452054794,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2439,2020-03-01,-0.02310635,-0.1138790035587188,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2441,2020-03-01,-0.017064529,-0.1101694915254238,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2449,2020-03-01,-0.010375452,-0.0763358778625955,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2450,2020-03-01,-0.008470224,-0.1621621621621621,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2451,2020-03-01,0.011082656,-0.1485275288092189,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2453,2020-03-01,-0.046425845,-0.1003134796238244,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2454,2020-03-01,-0.038865123,-0.0902777777777777,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2455,2020-03-01,-0.046854414,-0.1981613891726251,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2458,2020-03-01,-0.024519825,-0.001190476190476,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2459,2020-03-01,0.020344323,-0.1029055690072638,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2467,2020-03-01,-0.0129932435,0.0705128205128204,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2468,2020-03-01,-0.0013672597,-0.0038610038610037,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2471,2020-03-01,-0.008646521,-0.0237467018469657,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2472,2020-03-01,-0.016059985,-0.2482853223593965,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2476,2020-03-01,-0.030361755,-0.1578947368421054,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2478,2020-03-01,0.010183457,-0.287292817679558,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2480,2020-03-01,0.0061903233,-0.1268533772652388,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2481,2020-03-01,0.0028887526,-0.2119341563786009,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2483,2020-03-01,-0.0044152755,-0.1380263399910106,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2484,2020-03-01,-0.015870707,-0.157181571815718,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2488,2020-03-01,-0.012703618,-0.1663974151857833,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2492,2020-03-01,0.048575416,-0.244131455399061,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2493,2020-03-01,-0.013873136,-0.0293577981651376,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2495,2020-03-01,-0.018340932,-0.1365461847389557,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2496,2020-03-01,-0.0077253906,-0.263456090651558,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2501,2020-03-01,-0.01263465,-0.1882352941176471,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2504,2020-03-01,0.04907852,-0.1467181467181466,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2505,2020-03-01,-0.03515293,0.0978593272171253,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2511,2020-03-01,-0.027658893,-0.1506976744186045,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2520,2020-03-01,-0.049106147,-0.1240458015267176,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2524,2020-03-01,-0.059652686,0.0066334991708127,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2527,2020-03-01,-0.032820616,-0.1088607594936709,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2534,2020-03-01,-0.06103274,-0.2639225181598063,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2535,2020-03-01,0.013794519,-0.1176470588235294,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2539,2020-03-01,0.0018451592,0.0282861896838602,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2540,2020-03-01,-0.0039584823,-0.3089430894308943,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2542,2020-03-01,0.005692209,-0.0969899665551839,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2546,2020-03-01,-0.01852762,-0.1113989637305701,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2548,2020-03-01,-0.031201119,-0.0439814814814816,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2597,2020-03-01,0.0042730337,-0.0482315112540192,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2606,2020-03-01,-0.029468665,-0.1126279863481228,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2607,2020-03-01,-0.02698488,-0.1666666666666667,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2608,2020-03-01,-0.006918283,-0.1048088779284833,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2612,2020-03-01,-0.026114471,-0.1840607210626187,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2613,2020-03-01,-0.0021011296,-0.1264858163936822,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2617,2020-03-01,-0.012732537,-0.150943396226415,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2633,2020-03-01,-0.007200085,-0.1666666666666667,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2634,2020-03-01,-0.0263493,-0.1499202551834131,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2636,2020-03-01,0.04708531,-0.1604395604395604,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2642,2020-03-01,0.058681455,-0.1181364392678868,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2701,2020-03-01,-0.024953723,-0.1439688715953307,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2706,2020-03-01,-0.00747463,-0.1740614334470991,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2707,2020-03-01,-0.011076209,-0.2626262626262626,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2723,2020-03-01,-0.008761597,-0.2052910052910053,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2727,2020-03-01,-0.015944608,-0.0589101620029456,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2801,2020-03-01,0.0107644405,-0.1788793103448275,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2809,2020-03-01,-0.022810856,-0.2285714285714285,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2812,2020-03-01,0.030842848,-0.1619433198380566,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2820,2020-03-01,-0.014807293,-0.081967213114754,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2832,2020-03-01,-0.023358101,-0.1046228710462288,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2834,2020-03-01,-0.011581191,-0.1925,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2836,2020-03-01,-0.023735322,-0.0612244897959185,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2838,2020-03-01,-0.009126181,-0.1018181818181818,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2845,2020-03-01,-0.037393164,-0.1483050847457627,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2850,2020-03-01,-0.011086046,-0.128238341968912,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2851,2020-03-01,-0.041222885,-0.1449999999999999,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2852,2020-03-01,-0.027301125,-0.078853046594982,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2855,2020-03-01,-0.010616317,-0.0579710144927537,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2880,2020-03-01,0.0069118477,-0.1624129930394431,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2881,2020-03-01,-0.011086896,-0.1552305961754781,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2882,2020-03-01,-0.011912009,-0.118601747815231,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2883,2020-03-01,-0.0063941977,-0.1899563318777292,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2884,2020-03-01,0.0035021368,-0.1652323580034422,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2885,2020-03-01,0.0016829278,-0.1901041666666666,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2886,2020-03-01,0.011749913,-0.1205564142194745,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2887,2020-03-01,0.005645845,-0.176056338028169,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2889,2020-03-01,0.016926985,-0.0881057268722467,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2890,2020-03-01,0.02051654,-0.1499999999999998,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2891,2020-03-01,-0.031166073,-0.211453744493392,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2892,2020-03-01,0.005475524,-0.1708860759493671,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2897,2020-03-01,-0.05655643,-0.1381142098273571,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2901,2020-03-01,-0.016444916,-0.076595744680851,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2903,2020-03-01,-0.035116997,-0.1072164948453608,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2904,2020-03-01,-0.01781329,-0.0958605664488017,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2906,2020-03-01,0.010079855,-0.1238938053097344,400,0.03,3,0.8,0.6,1.0,0.0
2020-02-01,2910,2020-03-01,0.010727355,-0.0531249999999999,400,0.03,3,0.8,0.6,1.0,0.0
